,Biological Group,Class,Common Name,Relation to Imagenet,Notes,Annotator
1048,Aves,Recurvirostra americana,,,,
1049,Aves,Recurvirostra avosetta,,,,
1050,Aves,Regulus calendula,,,,
1051,Aves,Regulus ignicapilla,,,,
1052,Aves,Regulus regulus,,,,
1053,Aves,Regulus satrapa,,,,
1054,Aves,Rhipidura fuliginosa,,,,
1055,Aves,Rhipidura fuliginosa fuliginosa,,,,
1056,Aves,Rhipidura fuliginosa placabilis,,,,
1057,Aves,Rhipidura leucophrys,,,,
1058,Aves,Riparia riparia,,,,
1059,Aves,Rissa tridactyla,,,,
1060,Aves,Rostrhamus sociabilis,,,,
1061,Aves,Rupornis magnirostris,,,,
1062,Aves,Rynchops niger,,,,
1063,Aves,Sagittarius serpentarius,,,,
1064,Aves,Salpinctes obsoletus,,,,
1065,Aves,Saltator atriceps,,,,
1066,Aves,Saltator coerulescens,,,,
1067,Aves,Sarcoramphus papa,,,,
1068,Aves,Saxicola rubetra,,,,
1069,Aves,Saxicola rubicola,,,,
1070,Aves,Sayornis nigricans,,,,
1071,Aves,Sayornis phoebe,,,,
1072,Aves,Sayornis saya,,,,
1073,Aves,Scolopax minor,,,,
1074,Aves,Scopus umbretta,,,,
1075,Aves,Seiurus aurocapilla,,,,
1076,Aves,Selasphorus calliope,,,,
1077,Aves,Selasphorus platycercus,,,,
1078,Aves,Selasphorus rufus,,,,
1079,Aves,Selasphorus sasin,,,,
1080,Aves,Serinus mozambicus,,,,
1081,Aves,Serinus serinus,,,,
1082,Aves,Setophaga americana,,,,
1083,Aves,Setophaga caerulescens,,,,
1084,Aves,Setophaga castanea,,,,
1085,Aves,Setophaga cerulea,,,,
1086,Aves,Setophaga chrysoparia,,,,
1087,Aves,Setophaga citrina,,,,
1088,Aves,Setophaga coronata,,,,
1089,Aves,Setophaga coronata auduboni,,,,
1090,Aves,Setophaga coronata coronata,,,,
1091,Aves,Setophaga discolor,,,,
1092,Aves,Setophaga dominica,,,,
1093,Aves,Setophaga fusca,,,,
1094,Aves,Setophaga magnolia,,,,
1095,Aves,Setophaga nigrescens,,,,
1096,Aves,Setophaga occidentalis,,,,
1097,Aves,Setophaga palmarum,,,,
1098,Aves,Setophaga pensylvanica,,,,
1099,Aves,Setophaga petechia,,,,
1100,Aves,Setophaga pinus,,,,
1101,Aves,Setophaga ruticilla,,,,
1102,Aves,Setophaga striata,,,,
1103,Aves,Setophaga tigrina,,,,
1104,Aves,Setophaga townsendi,,,,
1105,Aves,Setophaga virens,,,,
1106,Aves,Sialia currucoides,,,,
1107,Aves,Sialia mexicana,,,,
1108,Aves,Sialia sialis,,,,
1109,Aves,Sicalis flaveola,,,,
1110,Aves,Sitta canadensis,,,,
1111,Aves,Sitta carolinensis,,,,
1112,Aves,Sitta europaea,,,,
1113,Aves,Sitta pusilla,,,,
1114,Aves,Sitta pygmaea,,,,
1115,Aves,Somateria mollissima,,,,
1116,Aves,Spheniscus demersus,,,,
1117,Aves,Sphyrapicus nuchalis,,,,
1118,Aves,Sphyrapicus ruber,,,,
1119,Aves,Sphyrapicus thyroideus,,,,
1120,Aves,Sphyrapicus varius,,,,
1121,Aves,Spinus lawrencei,,,,
1122,Aves,Spinus pinus,,,,
1123,Aves,Spinus psaltria,,,,
1124,Aves,Spinus spinus,,,,
1125,Aves,Spinus tristis,,,,
1126,Aves,Spiza americana,,,,
1127,Aves,Spizella atrogularis,,,,
1128,Aves,Spizella breweri,,,,
1129,Aves,Spizella pallida,,,,
1130,Aves,Spizella passerina,,,,
1131,Aves,Spizella pusilla,,,,
1132,Aves,Spizelloides arborea,,,,
1133,Aves,Sporophila torqueola,,,,
1134,Aves,Stelgidopteryx serripennis,,,,
1135,Aves,Stercorarius parasiticus,,,,
1136,Aves,Stercorarius pomarinus,,,,
1137,Aves,Sterna forsteri,,,,
1138,Aves,Sterna hirundo,,,,
1139,Aves,Sterna paradisaea,,,,
1140,Aves,Sterna striata,,,,
1141,Aves,Sternula antillarum,,,,
1142,Aves,Streptopelia chinensis,,,,
1143,Aves,Streptopelia decaocto,,,,
1144,Aves,Streptopelia senegalensis,,,,
1145,Aves,Streptopelia turtur,,,,
1146,Aves,Strix nebulosa,Great gray owl,in imagenet,,NE
1147,Aves,Strix varia,,,,
1148,Aves,Struthio camelus,"Ostrich, common ostrich",in imagenet,,NE
1149,Aves,Sturnella magna,,,,
1150,Aves,Sturnella neglecta,,,,
1151,Aves,Sturnus vulgaris,,,,
1152,Aves,Sula dactylatra,,,,
1153,Aves,Sula granti,,,,
1154,Aves,Sula leucogaster,,,,
1155,Aves,Sula nebouxii,,,,
1156,Aves,Sula sula,,,,
1157,Aves,Surnia ulula,,,,
1158,Aves,Sylvia atricapilla,,,,
1159,Aves,Sylvia communis,,,,
1160,Aves,Tachybaptus dominicus,,,,
1161,Aves,Tachybaptus ruficollis,,,,
1162,Aves,Tachycineta albilinea,,,,
1163,Aves,Tachycineta bicolor,,,,
1164,Aves,Tachycineta thalassina,,,,
1165,Aves,Tadorna ferruginea,,,,
1166,Aves,Tadorna tadorna,,,,
1167,Aves,Tadorna variegata,,,,
1168,Aves,Terathopius ecaudatus,,,,
1169,Aves,Thalasseus bergii,,,,
1170,Aves,Thalasseus elegans,,,,
1171,Aves,Thalasseus maximus,,,,
1172,Aves,Thalasseus sandvicensis,,,,
1173,Aves,Thamnophilus doliatus,,,,
1174,Aves,Thraupis abbas,,,,
1175,Aves,Thraupis episcopus,,,,
1176,Aves,Thraupis palmarum,,,,
1177,Aves,Threskiornis aethiopicus,,,,
1178,Aves,Threskiornis moluccus,,,,
1179,Aves,Thryomanes bewickii,,,,
1180,Aves,Thryothorus ludovicianus,,,,
1181,Aves,Tiaris olivaceus,,,,
1182,Aves,Tigrisoma mexicanum,,,,
1183,Aves,Tityra semifasciata,,,,
1184,Aves,Todiramphus chloris,,,,
1185,Aves,Todiramphus sanctus,,,,
1186,Aves,Todiramphus sanctus vagans,,,,
1187,Aves,Toxostoma curvirostre,,,,
1188,Aves,Toxostoma longirostre,,,,
1189,Aves,Toxostoma redivivum,,,,
1190,Aves,Toxostoma rufum,,,,
1191,Aves,Trichoglossus haematodus,,,,
1192,Aves,Tringa flavipes,,,,
1193,Aves,Tringa glareola,,,,
1194,Aves,Tringa incana,,,,
1195,Aves,Tringa melanoleuca,,,,
1196,Aves,Tringa nebularia,,,,
1197,Aves,Tringa ochropus,,,,
1198,Aves,Tringa semipalmata,,,,
1199,Aves,Tringa semipalmata inornatus,,,,
1200,Aves,Tringa solitaria,,,,
1201,Aves,Tringa totanus,"Redshank, common redshank",in imagenet,,NE
1202,Aves,Troglodytes aedon,,,,
1203,Aves,Troglodytes hiemalis,,,,
1204,Aves,Troglodytes pacificus,,,,
1205,Aves,Troglodytes troglodytes,,,,
1206,Aves,Trogon caligatus,,,,
1207,Aves,Trogon citreolus,,,,
1208,Aves,Trogon collaris,,,,
1209,Aves,Trogon elegans,,,,
1210,Aves,Trogon massena,,,,
1211,Aves,Trogon melanocephalus,,,,
1212,Aves,Turdus grayi,,,,
1213,Aves,Turdus merula,,,,
1214,Aves,Turdus migratorius,American robin,parent in imagenet,parent: robin,NE
1215,Aves,Turdus philomelos,,,,
1216,Aves,Turdus pilaris,,,,
1217,Aves,Turdus plumbeus,,,,
1218,Aves,Turdus rufopalliatus,,,,
1219,Aves,Turdus viscivorus,,,,
1220,Aves,Tyrannus couchii,,,,
1221,Aves,Tyrannus crassirostris,,,,
1222,Aves,Tyrannus dominicensis,,,,
1223,Aves,Tyrannus forficatus,,,,
1224,Aves,Tyrannus melancholicus,,,,
1225,Aves,Tyrannus savana,,,,
1226,Aves,Tyrannus tyrannus,,,,
1227,Aves,Tyrannus verticalis,,,,
1228,Aves,Tyrannus vociferans,,,,
1229,Aves,Tyto alba,,,,
1230,Aves,Upupa epops,,,,
1231,Aves,Uria aalge,,,,
1232,Aves,Vanellus armatus,,,,
1233,Aves,Vanellus chilensis,,,,
1234,Aves,Vanellus miles,,,,
1235,Aves,Vanellus spinosus,,,,
1236,Aves,Vanellus vanellus,,,,
1237,Aves,Vermivora chrysoptera,,,,
1238,Aves,Vermivora cyanoptera,,,,
1239,Aves,Vireo bellii,,,,
1240,Aves,Vireo cassinii,,,,
1241,Aves,Vireo flavifrons,,,,
1242,Aves,Vireo gilvus,,,,
1243,Aves,Vireo griseus,,,,
1244,Aves,Vireo huttoni,,,,
1245,Aves,Vireo olivaceus,,,,
1246,Aves,Vireo philadelphicus,,,,
1247,Aves,Vireo plumbeus,,,,
1248,Aves,Vireo solitarius,,,,
1249,Aves,Volatinia jacarina,,,,
1250,Aves,Xanthocephalus xanthocephalus,,,,
1251,Aves,Xema sabini,,,,
1252,Aves,Xiphorhynchus flavigaster,,,,
1253,Aves,Zenaida asiatica,,,,
1254,Aves,Zenaida auriculata,,,,
1255,Aves,Zenaida aurita,,,,
1256,Aves,Zenaida macroura,,,,
1257,Aves,Zonotrichia albicollis,,,,
1258,Aves,Zonotrichia atricapilla,,,,
1259,Aves,Zonotrichia capensis,,,,
1260,Aves,Zonotrichia leucophrys,,,,
1261,Aves,Zonotrichia querula,,,,
1262,Aves,Zosterops japonicus,,,,
1263,Aves,Zosterops lateralis,,,,
1264,Aves,Zosterops lateralis lateralis,,,,
1265,Chromista,Durvillaea antarctica,,,,
1266,Chromista,Egregia menziesii,,,,
1267,Chromista,Fucus distichus,,,,
1268,Chromista,Fucus vesiculosus,,,,
1269,Chromista,Hormosira banksii,,,,
1270,Chromista,Macrocystis pyrifera,,,,
1271,Chromista,Nereocystis luetkeana,,,,
1272,Chromista,Postelsia palmaeformis,,,,
1273,Chromista,Sargassum muticum,,,,
1274,Fungi,Agrocybe parasitica,,,,
1275,Fungi,Aleuria aurantia,,,,
1276,Fungi,Amanita flavoconia,,,,
1277,Fungi,Amanita muscaria,,,,
1278,Fungi,Amanita muscaria guessowii,,,,
1279,Fungi,Amanita pantherina,,,,
1280,Fungi,Amanita phalloides,,,,
1281,Fungi,Amanita velosa,,,,
1282,Fungi,Annulohypoxylon thouarsianum,,,,
1283,Fungi,Apiosporina morbosa,,,,
1284,Fungi,Armillaria mellea,,,,
1285,Fungi,Artomyces pyxidatus,,,,
1286,Fungi,Aseroe rubra,,,,
1287,Fungi,Astraeus hygrometricus,,,,
1288,Fungi,Auricularia auricula-judae,,,,
1289,Fungi,Auricularia cornea,,,,
1290,Fungi,Bisporella citrina,,,,
1291,Fungi,Bolbitius titubans,,,,
1292,Fungi,Boletus edulis,,,,
1293,Fungi,Calvatia gigantea,,,,
1294,Fungi,Cantharellus cibarius,,,,
1295,Fungi,Cantharellus cinnabarinus,,,,
1296,Fungi,Chlorophyllum molybdites,,,,
1297,Fungi,Cladonia cristatella,,,,
1298,Fungi,Cladonia rangiferina,,,,
1299,Fungi,Clathrus ruber,,,,
1300,Fungi,Clavaria fragilis,,,,
1301,Fungi,Clitocybe nuda,,,,
1302,Fungi,Coprinellus disseminatus,,,,
1303,Fungi,Coprinellus micaceus,,,,
1304,Fungi,Coprinopsis atramentaria,,,,
1305,Fungi,Coprinopsis lagopus,,,,
1306,Fungi,Coprinus comatus,,,,
1307,Fungi,Crucibulum laeve,,,,
1308,Fungi,Cryptoporus volvatus,,,,
1309,Fungi,Cryptothecia rubrocincta,,,,
1310,Fungi,Cyathus striatus,,,,
1311,Fungi,Dacrymyces palmatus,,,,
1312,Fungi,Dacryopinax spathularia,,,,
1313,Fungi,Entoloma hochstetteri,,,,
1314,Fungi,Evernia prunastri,,,,
1315,Fungi,Exidia glandulosa,,,,
1316,Fungi,Favolaschia calocera,,,,
1317,Fungi,Flammulina velutipes,,,,
1318,Fungi,Flavoparmelia caperata,,,,
1319,Fungi,Fomes fomentarius,,,,
1320,Fungi,Fomitopsis pinicola,,,,
1321,Fungi,Ganoderma applanatum,,,,
1322,Fungi,Ganoderma lucidum,,,,
1323,Fungi,Ganoderma tsugae,,,,
1324,Fungi,Geastrum saccatum,,,,
1325,Fungi,Gymnopilus junonius,,,,
1326,Fungi,Gymnosporangium juniperi-virginianae,,,,
1327,Fungi,Helvella dryophila,,,,
1328,Fungi,Hericium coralloides,,,,
1329,Fungi,Hericium erinaceus,,,,
1330,Fungi,Hygrocybe coccinea,,,,
1331,Fungi,Hygrocybe conica,,,,
1332,Fungi,Hygrocybe flavescens,,,,
1333,Fungi,Hypholoma fasciculare,,,,
1334,Fungi,Hypomyces lactifluorum,,,,
1335,Fungi,Ileodictyon cibarium,,,,
1336,Fungi,Lactarius alnicola,,,,
1337,Fungi,Lactarius indigo,,,,
1338,Fungi,Lactarius rubidus,,,,
1339,Fungi,Laetiporus gilbertsonii,,,,
1340,Fungi,Laetiporus sulphureus,,,,
1341,Fungi,Leccinum scabrum,,,,
1342,Fungi,Lenzites betulina,,,,
1343,Fungi,Leratiomyces ceres,,,,
1344,Fungi,Leratiomyces erythrocephalus,,,,
1345,Fungi,Letharia columbiana,,,,
1346,Fungi,Letharia vulpina,,,,
1347,Fungi,Leucocoprinus birnbaumii,,,,
1348,Fungi,Lobaria pulmonaria,,,,
1349,Fungi,Lycoperdon perlatum,,,,
1350,Fungi,Lycoperdon pyriforme,,,,
1351,Fungi,Macrolepiota procera,,,,
1352,Fungi,Morchella esculenta,,,,
1353,Fungi,Mutinus caninus,,,,
1354,Fungi,Mycena leaiana,,,,
1355,Fungi,Nidula niveotomentosa,,,,
1356,Fungi,Niebla homalea,,,,
1357,Fungi,Omphalotus illudens,,,,
1358,Fungi,Omphalotus olivascens,,,,
1359,Fungi,Parasola plicatilis,,,,
1360,Fungi,Parmelia sulcata,,,,
1361,Fungi,Phaeolus schweinitzii,,,,
1362,Fungi,Phallus impudicus,,,,
1363,Fungi,Piptoporus betulinus,,,,
1364,Fungi,Pleurotus ostreatus,,,,
1365,Fungi,Pluteus cervinus,,,,
1366,Fungi,Polyporus arcularius,,,,
1367,Fungi,Polyporus squamosus,,,,
1368,Fungi,Pseudohydnum gelatinosum,,,,
1369,Fungi,Pycnoporus cinnabarinus,,,,
1370,Fungi,Pycnoporus coccineus,,,,
1371,Fungi,Ramalina farinacea,,,,
1372,Fungi,Ramalina menziesii,,,,
1373,Fungi,Rhizocarpon geographicum,,,,
1374,Fungi,Sarcoscypha coccinea,,,,
1375,Fungi,Schizophyllum commune,,,,
1376,Fungi,Scleroderma citrinum,,,,
1377,Fungi,Scutellinia scutellata,,,,
1378,Fungi,Stereum hirsutum,,,,
1379,Fungi,Stereum ostrea,,,,
1380,Fungi,Strobilomyces floccopus,,,,
1381,Fungi,Stropharia ambigua,,,,
1382,Fungi,Teloschistes chrysophthalmus,,,,
1383,Fungi,Trametes versicolor,,,,
1384,Fungi,Tremella aurantia,,,,
1385,Fungi,Tremella fuciformis,,,,
1386,Fungi,Tremella mesenterica,,,,
1387,Fungi,Trichaptum biforme,,,,
1388,Fungi,Turbinellus floccosus,,,,
1389,Fungi,Umbilicaria mammulata,,,,
1390,Fungi,Usnea intermedia,,,,
1391,Fungi,Volvopluteus gloiocephalus,,,,
1392,Fungi,Xanthoria parietina,,,,
1393,Fungi,Xylaria hypoxylon,,,,
1394,Fungi,Xylaria polymorpha,,,,
1395,Insecta,Abaeis nicippe,,,,
1396,Insecta,Acalymma vittatum,,,,
1397,Insecta,Acanalonia conica,,,,
1398,Insecta,Acanthocephala declivis,,,,
1399,Insecta,Acanthocephala terminalis,,,,
1400,Insecta,Achalarus lyciades,,,,
1401,Insecta,Acharia stimulea,,,,
1402,Insecta,Achlyodes pallida,,,,
1403,Insecta,Achyra rantalis,,,,
1404,Insecta,Acronicta americana,,,,
1405,Insecta,Acronicta fallax,,,,
1406,Insecta,Actias luna,,,,
1407,Insecta,Adalia bipunctata,,,,
1408,Insecta,Adelges tsugae,,,,
1409,Insecta,Adelpha californica,,,,
1410,Insecta,Adelpha eulalia,,,,
1411,Insecta,Aedes albopictus,,,,
1412,Insecta,Aenetus virescens,,,,
1413,Insecta,Aeshna canadensis,,,,
1414,Insecta,Aeshna constricta,,,,
1415,Insecta,Aeshna cyanea,,,,
1416,Insecta,Aeshna interrupta,,,,
1417,Insecta,Aeshna mixta,,,,
1418,Insecta,Aeshna palmata,,,,
1419,Insecta,Aeshna umbrosa,,,,
1420,Insecta,Aglais io,,,,
1421,Insecta,Aglais milberti,,,,
1422,Insecta,Aglais urticae,,,,
1423,Insecta,Agraulis vanillae,,,,
1424,Insecta,Agrilus planipennis,,,,
1425,Insecta,Agriphila vulgivagella,,,,
1426,Insecta,Agrius cingulata,,,,
1427,Insecta,Agrius convolvuli,,,,
1428,Insecta,Agrotis ipsilon,,,,
1429,Insecta,Aidemona azteca,,,,
1430,Insecta,Alaus oculatus,,,,
1431,Insecta,Allograpta obliqua,,,,
1432,Insecta,Alypia octomaculata,,,,
1433,Insecta,Ammophila procera,,,,
1434,Insecta,Amorpha juglandis,,,,
1435,Insecta,Amphibolips confluenta,,,,
1436,Insecta,Amphion floridensis,,,,
1437,Insecta,Amphipsalta zelandica,,,,
1438,Insecta,Amphipyra pyramidoides,,,,
1439,Insecta,Anacridium aegyptium,,,,
1440,Insecta,Anaea aidea,,,,
1441,Insecta,Anaea andria,,,,
1442,Insecta,Anageshna primordialis,,,,
1443,Insecta,Anagrapha falcifera,,,,
1444,Insecta,Anania funebris,,,,
1445,Insecta,Anania hortulata,,,,
1446,Insecta,Anartia fatima,,,,
1447,Insecta,Anartia fatima fatima,,,,
1448,Insecta,Anartia jatrophae,,,,
1449,Insecta,Anartia jatrophae luteipicta,,,,
1450,Insecta,Anatrytone logan,,,,
1451,Insecta,Anavitrinella pampinaria,,,,
1452,Insecta,Anax imperator,,,,
1453,Insecta,Anax junius,,,,
1454,Insecta,Anax longipes,,,,
1455,Insecta,Ancistrocerus gazella,,,,
1456,Insecta,Ancyloxypha numitor,,,,
1457,Insecta,Andricus crystallinus,,,,
1458,Insecta,Andricus kingi,,,,
1459,Insecta,Andricus quercuscalifornicus,,,,
1460,Insecta,Anicla infecta,,,,
1461,Insecta,Anisomorpha buprestoides,,,,
1462,Insecta,Anisota senatoria,,,,
1463,Insecta,Anisota virginiensis,,,,
1464,Insecta,Antaeotricha schlaegeri,,,,
1465,Insecta,Anteos clorinde,,,,
1466,Insecta,Anteos maerula,,,,
1467,Insecta,Anthanassa texana,,,,
1468,Insecta,Anthanassa tulcis,,,,
1469,Insecta,Antheraea polyphemus,,,,
1470,Insecta,Anthidium manicatum,,,,
1471,Insecta,Anthocharis cardamines,,,,
1472,Insecta,Anthocharis midea,,,,
1473,Insecta,Anthocharis sara,,,,
1474,Insecta,Anthrenus verbasci,,,,
1475,Insecta,Anticarsia gemmatalis,,,,
1476,Insecta,Apamea amputatrix,,,,
1477,Insecta,Apantesis phalerata,,,,
1478,Insecta,Apatelodes torrefacta,,,,
1479,Insecta,Apatura ilia,,,,
1480,Insecta,Aphantopus hyperantus,,,,
1481,Insecta,Aphis nerii,,,,
1482,Insecta,Aphomia sociella,,,,
1483,Insecta,Apiomerus californicus,,,,
1484,Insecta,Apiomerus spissipes,,,,
1485,Insecta,Apis mellifera,,,,
1486,Insecta,Apoda y-inversum,,,,
1487,Insecta,Apodemia mormo,,,,
1488,Insecta,Apodemia virgulti,,,,
1489,Insecta,Aporia crataegi,,,,
1490,Insecta,Aquarius remigis,,,,
1491,Insecta,Araschnia levana,,,,
1492,Insecta,Archilestes grandis,,,,
1493,Insecta,Arctia caja,,,,
1494,Insecta,Arctia villica,,,,
1495,Insecta,Argia apicalis,,,,
1496,Insecta,Argia fumipennis,,,,
1497,Insecta,Argia fumipennis violacea,,,,
1498,Insecta,Argia immunda,,,,
1499,Insecta,Argia lugens,,,,
1500,Insecta,Argia moesta,,,,
1501,Insecta,Argia nahuana,,,,
1502,Insecta,Argia plana,,,,
1503,Insecta,Argia sedula,,,,
1504,Insecta,Argia tibialis,,,,
1505,Insecta,Argia translata,,,,
1506,Insecta,Argia vivida,,,,
1507,Insecta,Argynnis paphia,,,,
1508,Insecta,Arigomphus submedianus,,,,
1509,Insecta,Arigomphus villosipes,,,,
1510,Insecta,Arilus cristatus,,,,
1511,Insecta,Ascalapha odorata,,,,
1512,Insecta,Ascia monuste,,,,
1513,Insecta,Asterocampa celtis,,,,
1514,Insecta,Asterocampa clyton,,,,
1515,Insecta,Asterocampa leilia,,,,
1516,Insecta,Astraptes fulgerator,,,,
1517,Insecta,Atalopedes campestris,,,,
1518,Insecta,Atlides halesus,,,,
1519,Insecta,Atta texana,,,,
1520,Insecta,Atteva aurea,,,,
1521,Insecta,Austrolestes colensonis,,,,
1522,Insecta,Autochton cellus,,,,
1523,Insecta,Autographa californica,,,,
1524,Insecta,Autographa gamma,,,,
1525,Insecta,Autographa precationis,,,,
1526,Insecta,Automeris io,,,,
1527,Insecta,Bagrada hilaris,,,,
1528,Insecta,Basiaeschna janata,,,,
1529,Insecta,Battus philenor,,,,
1530,Insecta,Battus philenor hirsuta,,,,
1531,Insecta,Battus polydamas,,,,
1532,Insecta,Besma quercivoraria,,,,
1533,Insecta,Biblis hyperia,,,,
1534,Insecta,Biston betularia,,,,
1535,Insecta,Bittacomorpha clavipes,,,,
1536,Insecta,Blepharomastix ranalis,,,,
1537,Insecta,Bleptina caradrinalis,,,,
1538,Insecta,Boisea rubrolineata,,,,
1539,Insecta,Boisea trivittata,,,,
1540,Insecta,Boloria bellona,,,,
1541,Insecta,Boloria selene,,,,
1542,Insecta,Bombus bimaculatus,,,,
1543,Insecta,Bombus fervidus,,,,
1544,Insecta,Bombus griseocollis,,,,
1545,Insecta,Bombus huntii,,,,
1546,Insecta,Bombus impatiens,,,,
1547,Insecta,Bombus pensylvanicus,,,,
1548,Insecta,Bombus sonorus,,,,
1549,Insecta,Bombus ternarius,,,,
1550,Insecta,Bombus terrestris,,,,
1551,Insecta,Bombus vagans,,,,
1552,Insecta,Bombus vosnesenskii,,,,
1553,Insecta,Bombylius major,,,,
1554,Insecta,Boyeria vinosa,,,,
1555,Insecta,Brachygastra mellifica,,,,
1556,Insecta,Brachymesia furcata,,,,
1557,Insecta,Brachymesia gravida,,,,
1558,Insecta,Brachystola magna,,,,
1559,Insecta,Brechmorhoga mendax,,,,
1560,Insecta,Brephidium exilis,,,,
1561,Insecta,Buprestis aurulenta,,,,
1562,Insecta,Cactophagus spinolae,,,,
1563,Insecta,Cacyreus marshalli,,,,
1564,Insecta,Caedicia simplex,,,,
1565,Insecta,Caenurgina crassiuscula,,,,
1566,Insecta,Caenurgina erechtea,,,,
1567,Insecta,Calephelis nemesis,,,,
1568,Insecta,Calledapteryx dryopterata,,,,
1569,Insecta,Callophrys augustinus,,,,
1570,Insecta,Callophrys dumetorum,,,,
1571,Insecta,Callophrys gryneus,,,,
1572,Insecta,Callophrys henrici,,,,
1573,Insecta,Callophrys niphon,,,,
1574,Insecta,Callopistria mollissima,,,,
1575,Insecta,Callosamia promethea,,,,
1576,Insecta,Calopteron reticulatum,,,,
1577,Insecta,Calopteryx aequabilis,,,,
1578,Insecta,Calopteryx maculata,,,,
1579,Insecta,Calopteryx splendens,,,,
1580,Insecta,Calopteryx virgo,,,,
1581,Insecta,Calosoma scrutator,,,,
1582,Insecta,Calpodes ethlius,,,,
1583,Insecta,Calycopis cecrops,,,,
1584,Insecta,Calycopis isobeon,,,,
1585,Insecta,Campaea perlata,,,,
1586,Insecta,Camponotus pennsylvanicus,,,,
1587,Insecta,Carabus nemoralis,,,,
1588,Insecta,Caripeta divisata,,,,
1589,Insecta,Carterocephalus palaemon,,,,
1590,Insecta,Catasticta nimbice,,,,
1591,Insecta,Catocala ilia,,,,
1592,Insecta,Catocala maestosa,,,,
1593,Insecta,Catocala ultronia,,,,
1594,Insecta,Celastrina argiolus,,,,
1595,Insecta,Celastrina echo,,,,
1596,Insecta,Celastrina ladon,,,,
1597,Insecta,Celastrina lucia,,,,
1598,Insecta,Celastrina neglecta,,,,
1599,Insecta,Celithemis elisa,,,,
1600,Insecta,Celithemis eponina,,,,
1601,Insecta,Celithemis fasciata,,,,
1602,Insecta,Cenopis reticulatana,,,,
1603,Insecta,Ceratomia catalpae,,,,
1604,Insecta,Ceratomia undulosa,,,,
1605,Insecta,Cercyonis pegala,,,,
1606,Insecta,Cerma cerintha,,,,
1607,Insecta,Cetonia aurata,,,,
1608,Insecta,Chalcoela iphitalis,,,,
1609,Insecta,Chalybion californicum,,,,
1610,Insecta,Charadra deridens,,,,
1611,Insecta,Charaxes jasius,,,,
1612,Insecta,Chauliognathus marginatus,,,,
1613,Insecta,Chauliognathus pensylvanicus,,,,
1614,Insecta,Chelinidea vittiger,,,,
1615,Insecta,Chinavia hilaris,,,,
1616,Insecta,Chioides albofasciatus,,,,
1617,Insecta,Chlorochlamys chloroleucaria,,,,
1618,Insecta,Chlosyne ehrenbergii,,,,
1619,Insecta,Chlosyne janais,,,,
1620,Insecta,Chlosyne lacinia,,,,
1621,Insecta,Chlosyne nycteis,,,,
1622,Insecta,Chlosyne palla,,,,
1623,Insecta,Chlosyne theona,,,,
1624,Insecta,Choristoneura rosaceana,,,,
1625,Insecta,Chortophaga viridifasciata,,,,
